wheel,level,kannada,roman,english,literal,sthayi,also,note,notes,song,by,source,yt,start
rasa,2,ಕಣ್ಣೀರು,kaṇṇīru,tears,,,,"Eye-water. Plain compound, no ceremony: Kannada saves the ceremony for the phrases around it.",ಪಲ್ಲವಿಯ ಭಾವ ಮತ್ತು ಹಾಡಿನ ಸಂದರ್ಭ ‘ಕಣ್ಣೀರು’ ಎಂಬ ಸೂಕ್ಷ್ಮತೆಗೆ ಹತ್ತಿರವಾಗಿವೆ; ದೀರ್ಘ ಪ್ರಸ್ತಾವನೆಯ ಬದಲು ಮುಖ್ಯ ಹಿಡಿತದಿಂದ ಕೇಳಿ.,ಕಣ್ಣೀರ ಧಾರೆ ಇದೇತಕೆ,,ಹೊಸ ಬೆಳಕು,K7RXspdkHmc,28
rasa,1,ಕನಿಕರ,kanikara,compassion,,,"ಅನುಕಂಪ|anukampa|fellow-feeling ;; ಮರುಕ|maruka|pity, ruth ;; ಕರುಣೆ|karuṇe|mercy ;; ದಯೆ|daye|kindness",What you feel toward someone whose situation you can see clearly. Not quite pity: there is less height in it. Newman's Lead Kindly Light in Kannada; the mercy is asked for.,ಪಲ್ಲವಿಯ ಭಾವ ಮತ್ತು ಹಾಡಿನ ಸಂದರ್ಭ ‘ಕನಿಕರ’ ಎಂಬ ಸೂಕ್ಷ್ಮತೆಗೆ ಹತ್ತಿರವಾಗಿವೆ; ದೀರ್ಘ ಪ್ರಸ್ತಾವನೆಯ ಬದಲು ಮುಖ್ಯ ಹಿಡಿತದಿಂದ ಕೇಳಿ.,ಕರುಣಾಳು ಬಾ ಬೆಳಕೆ,ಮೈಸೂರು ಅನಂತಸ್ವಾಮಿ · ಬಿ.ಆರ್. ಛಾಯಾ,ಬಿ.ಎಂ. ಶ್ರೀಕಂಠಯ್ಯ,giYhVJBhKXU,35
rasa,2,ಮರುಕ,maruka,"pity, ruth",,,,'Turning back toward': pity as the movement of turning to look again at someone.,,ಪುಣ್ಯಕೋಟಿ · ಗೋವಿನ ಹಾಡು,ಜನಪದ,ಗೋವಿನ ಹಾಡು,nR07LqBYzco,20
rasa,2,ಕರುಳು ಚುರುಕ್,karuḷu curuk,the gut-pang,,,,The involuntary sting on seeing a child or an animal in distress. Pity is a judgement; this is a reflex.,,ಅಮ್ಮಾ ಎಂದರೆ ಏನೋ ಹರುಷವು,ರಾಜನ್-ನಾಗೇಂದ್ರ,ಚಂದನದ ಗೊಂಬೆ,,
rasa,1,ಸಂಕಟ,saṅkaṭa,anguish,,,ತಳಮಳ|taḷamaḷa|churn ;; ಒದ್ದಾಟ|oddāṭa|thrashing about ;; ಪರದಾಟ|paradāṭa|floundering,Felt as constriction: the chest closing. Used equally for a dying person's distress and for an impossible choice.,ಪಲ್ಲವಿಯ ಭಾವ ಮತ್ತು ಹಾಡಿನ ಸಂದರ್ಭ ‘ಸಂಕಟ’ ಎಂಬ ಸೂಕ್ಷ್ಮತೆಗೆ ಹತ್ತಿರವಾಗಿವೆ; ದೀರ್ಘ ಪ್ರಸ್ತಾವನೆಯ ಬದಲು ಮುಖ್ಯ ಹಿಡಿತದಿಂದ ಕೇಳಿ.,ಕಾಣದ ಕಡಲಿಗೆ ಹಂಬಲಿಸಿದೆ ಮನ,ಸಿ. ಅಶ್ವತ್ಥ್,ಜಿ.ಎಸ್. ಶಿವರುದ್ರಪ್ಪ,n66FGCYtWBc,44
rasa,2,ಉಮ್ಮಳ,ummaḷa,grief welling up,,,,"Names the swell, not the weeping: the moment before it breaks.",ಪಲ್ಲವಿಯ ಭಾವ ಮತ್ತು ಹಾಡಿನ ಸಂದರ್ಭ ‘ಉಮ್ಮಳ’ ಎಂಬ ಸೂಕ್ಷ್ಮತೆಗೆ ಹತ್ತಿರವಾಗಿವೆ; ದೀರ್ಘ ಪ್ರಸ್ತಾವನೆಯ ಬದಲು ಮುಖ್ಯ ಹಿಡಿತದಿಂದ ಕೇಳಿ.,ಹೃದಯ ಸಮುದ್ರ ಕಲಕಿ,,ಅಶ್ವಮೇಧ,BxAaThBvMQo,51
rasa,2,ಕೊರಗು,koragu,pining,,,,The grief that thins you over years rather than days.,ಪಲ್ಲವಿಯ ಭಾವ ಮತ್ತು ಹಾಡಿನ ಸಂದರ್ಭ ‘ಕೊರಗು’ ಎಂಬ ಸೂಕ್ಷ್ಮತೆಗೆ ಹತ್ತಿರವಾಗಿವೆ; ದೀರ್ಘ ಪ್ರಸ್ತಾವನೆಯ ಬದಲು ಮುಖ್ಯ ಹಿಡಿತದಿಂದ ಕೇಳಿ.,ನಮ್ಮೂರ ಮಂದಾರ ಹೂವೇ,,ಆಲೆಮನೆ,ySRGK6PVz3Q,28
rasa,1,ಹಳಹಳಿಕೆ,haḷahaḷike,regret braided with longing,,,,"Remorse for something you would, honestly, do again. English has to use a whole sentence.",ಪಲ್ಲವಿಯ ಭಾವ ಮತ್ತು ಹಾಡಿನ ಸಂದರ್ಭ ‘ಹಳಹಳಿಕೆ’ ಎಂಬ ಸೂಕ್ಷ್ಮತೆಗೆ ಹತ್ತಿರವಾಗಿವೆ; ದೀರ್ಘ ಪ್ರಸ್ತಾವನೆಯ ಬದಲು ಮುಖ್ಯ ಹಿಡಿತದಿಂದ ಕೇಳಿ.,"ಕಾಗದದ ದೋಣಿಯಲಿ,ಎಂದೆಂದೂ ನಿನ್ನನು ಮರೆತು ಬದುಕಿರಲಾರೆ","ಜಯಂತ್ ಕಾಯ್ಕಿಣಿ · ಅಜನೀಶ್ ಲೋಕನಾಥ್,ರಾಜನ್-ನಾಗೇಂದ್ರ · ಪಿ.ಬಿ.ಎಸ್","ಕಿರಿಕ್ ಪಾರ್ಟಿ · 2016,ಎರಡು ಕನಸು · 1974","EtGh9oC2SZ0,oB01cnveBIU","35,25"
rasa,2,ಪಶ್ಚಾತ್ತಾಪ,paścāttāpa,remorse,,,,'After-heat': the burn that arrives once the act is over.,ಪಲ್ಲವಿಯ ಭಾವ ಮತ್ತು ಹಾಡಿನ ಸಂದರ್ಭ ‘ಪಶ್ಚಾತ್ತಾಪ’ ಎಂಬ ಸೂಕ್ಷ್ಮತೆಗೆ ಹತ್ತಿರವಾಗಿವೆ; ದೀರ್ಘ ಪ್ರಸ್ತಾವನೆಯ ಬದಲು ಮುಖ್ಯ ಹಿಡಿತದಿಂದ ಕೇಳಿ.,ಮರೆಯದೆ ಕ್ಷಮಿಸು,,ಕನ್ನಡ ಚಿತ್ರಗೀತೆ,rPds_vgFFIw,28
rasa,2,ವಿಷಾದ,viṣāda,melancholy,,,,Sadness with the edges worn off. The word Kannada writers reach for when nothing in particular is wrong.,ಪಲ್ಲವಿಯ ಭಾವ ಮತ್ತು ಹಾಡಿನ ಸಂದರ್ಭ ‘ವಿಷಾದ’ ಎಂಬ ಸೂಕ್ಷ್ಮತೆಗೆ ಹತ್ತಿರವಾಗಿವೆ; ದೀರ್ಘ ಪ್ರಸ್ತಾವನೆಯ ಬದಲು ಮುಖ್ಯ ಹಿಡಿತದಿಂದ ಕೇಳಿ.,ಹೂವು ಚೆಲುವೆಲ್ಲ ನಂದೆಂದಿತು,,ಹಣ್ಣೆಲೆ ಚಿಗುರಿದಾಗ,ZgwLKTqlwbg,28
rasa,0,ರೌದ್ರ,raudra,fury,,"ಕ್ರೋಧ · krōdha, wrath",,"Named for Rudra. The rasa is deliberately grand, a god's anger, not a bad mood, which is why the daily words underneath it feel so much smaller and so much more used. Fury with an address. Not a temper but an accusation.",ಸಾಮೂಹಿಕ ಪ್ರತಿರೋಧದ ಧ್ವನಿ ರೌದ್ರದ ಸಾಮಾಜಿಕ ಮತ್ತು ವೈಯಕ್ತಿಕ ರೂಪಗಳೆರಡನ್ನೂ ಹೊರುತ್ತದೆ.,ಯಾರಿಗೆ ಬಂತು ಎಲ್ಲಿಗೆ ಬಂತು ನಲವತ್ತೇಳರ ಸ್ವಾತಂತ್ರ್ಯ,ಪಿಚ್ಚಳ್ಳಿ ಶ್ರೀನಿವಾಸ್,ಸಿದ್ದಲಿಂಗಯ್ಯ,s90VmReOoco,46
rasa,1,ಕೋಪ,kōpa,"anger, the general word",,,"ಸಿಟ್ಟು|siṭṭu|hot, quick anger ;; ಕ್ರೋಧ|krōdha|wrath ;; ರೋಷ|rōṣa|fury ;; ಸಿಡುಕು|siḍuku|worn-in irritability ;; ಮುನಿಸು|munisu|the loving sulk ;; ತಾಪ|tāpa|heat",Slightly more composed than ಸಿಟ್ಟು: you can have ಕೋಪ quietly.,,ಬಡಿದು ಕೊಲ್ಲುವೆ ತೋರು ಅವನ,ರಾಜಕುಮಾರ,ಭಕ್ತ ಪ್ರಹ್ಲಾದ,,
rasa,2,ಸಿಟ್ಟು,siṭṭu,anger,,,"ಕೋಪ|kōpa|anger, composed ;; ಕ್ರೋಧ|krōdha|wrath ;; ಮುನಿಸು|munisu|the loving sulk ;; ಸೆಡವು|seḍavu|a huff","Hot and quick, and the most-used of the anger words.",ಪಲ್ಲವಿಯ ಭಾವ ಮತ್ತು ಹಾಡಿನ ಸಂದರ್ಭ ‘ಸಿಟ್ಟು’ ಎಂಬ ಸೂಕ್ಷ್ಮತೆಗೆ ಹತ್ತಿರವಾಗಿವೆ; ದೀರ್ಘ ಪ್ರಸ್ತಾವನೆಯ ಬದಲು ಮುಖ್ಯ ಹಿಡಿತದಿಂದ ಕೇಳಿ.,ತಗರು ಬಂತು ತಗರು,ಚರಣ್ ರಾಜ್,ತಗರು · 2018,V3-Fd8wPuRA,20
rasa,2,ಸಿಡುಕು,siḍuku,irritability,,,,"Not an episode but a temperament, and one you wear on your face.",,,,,,
rasa,1,ರೊಚ್ಚು,roccu,rage,,,"ರೋಷ|rōṣa|fury ;; ಕ್ರೋಧ|krōdha|wrath ;; ಆವೇಶ|āvēśa|frenzy, possession ;; ಉಗ್ರ|ugra|ferocious",ರೊಚ್ಚಿಗೇಳು: to rise into ರೊಚ್ಚು. Anger that has got into the body and lifted you out of your seat.,ಪಲ್ಲವಿಯ ಭಾವ ಮತ್ತು ಹಾಡಿನ ಸಂದರ್ಭ ‘ರೊಚ್ಚು’ ಎಂಬ ಸೂಕ್ಷ್ಮತೆಗೆ ಹತ್ತಿರವಾಗಿವೆ; ದೀರ್ಘ ಪ್ರಸ್ತಾವನೆಯ ಬದಲು ಮುಖ್ಯ ಹಿಡಿತದಿಂದ ಕೇಳಿ.,ಸುಲ್ತಾನ,ರವಿ ಬಸ್ರೂರು,ಕೆ.ಜಿ.ಎಫ್ ೨ · 2022,kwa9JRcqKeE,30
rasa,2,ಕೆಂಡಾಮಂಡಲ,keṇḍā-maṇḍala,incandescent,,,,'A whole mandala of live coals.' One of the finest anger words in the language.,,,,,,
rasa,2,ಆವೇಶ,āvēśa,frenzy,,,,"Also the word for being possessed by a deity. The grammar says the feeling is driving, not you.",,ಹೇ ದಿನಕರ,ಹಂಸಲೇಖ · ಶಿವರಾಜ್‌ಕುಮಾರ್,ಓಂ · 1995,-un3ih1geoQ,35
rasa,1,ಹಗೆ,hage,enmity,,,,"The old native word for an enemy, and heavy: the enmity of feuds, not of office politics.",ಪಲ್ಲವಿಯ ಭಾವ ಮತ್ತು ಹಾಡಿನ ಸಂದರ್ಭ ‘ಹಗೆ’ ಎಂಬ ಸೂಕ್ಷ್ಮತೆಗೆ ಹತ್ತಿರವಾಗಿವೆ; ದೀರ್ಘ ಪ್ರಸ್ತಾವನೆಯ ಬದಲು ಮುಖ್ಯ ಹಿಡಿತದಿಂದ ಕೇಳಿ.,ಜಗವೇ ಒಂದು ರಣರಂಗ,ಹಂಸಲೇಖ · ಶಿವರಾಜ್‌ಕುಮಾರ್,ರಣರಂಗ · 1988,MpzlmO8OLH8,25
rasa,2,ದ್ವೇಷ,dvēṣa,hatred,,,,Settled and directed. One of the six enemies in the moral vocabulary.,,ಹಾವಿನ ದ್ವೇಷ ಹನ್ನೆರಡು ವರುಷ,ವಿಜಯ ಭಾಸ್ಕರ್ · ಎಸ್. ಪಿ. ಬಾಲಸುಬ್ರಹ್ಮಣ್ಯಂ,ನಾಗರಹಾವು · 1972,2-hWiBxhJ7I,5
rasa,2,ಸೇಡು,sēḍu,revenge,,,,"Native. ಸೇಡು ತೀರಿಸಿಕೊಳ್ಳು, to settle the revenge, treats it as a debt.",‘ಸೇಡನು ಬಿಡಲಿಲ್ಲ’ ಎಂಬ ಘೋಷವೇ ಪ್ರತೀಕಾರದ ಕೇಂದ್ರ; ಹಾಡಿನ ವಕ್ತೃ ಸೇಡಿನೊಳಗೇ ಬದುಕುತ್ತಾನೆ.,ಚಾಕು ಚೈನು,ಶಂಕರ್ ನಾಗ್,ಹೊಸ ಜೀವನ · 1982,Hyp4GpGirwc,20
rasa,1,ಆಕ್ರೋಶ,ākrōśa,outcry,,,,Anger with a case to argue. The word every Kannada news bulletin uses for public anger. The outcry that refuses to argue back.,ಪಲ್ಲವಿಯ ಭಾವ ಮತ್ತು ಹಾಡಿನ ಸಂದರ್ಭ ‘ಆಕ್ರೋಶ’ ಎಂಬ ಸೂಕ್ಷ್ಮತೆಗೆ ಹತ್ತಿರವಾಗಿವೆ; ದೀರ್ಘ ಪ್ರಸ್ತಾವನೆಯ ಬದಲು ಮುಖ್ಯ ಹಿಡಿತದಿಂದ ಕೇಳಿ.,ಯಾರೇ ಕೂಗಾಡಲಿ ಊರೇ ಹೋರಾಡಲಿ,ಜಿ.ಕೆ. ವೆಂಕಟೇಶ್ · ರಾಜಕುಮಾರ್,ಸಂಪತ್ತಿಗೆ ಸವಾಲ್ · 1974,3VkLPCrDB6c,20
rasa,2,ಅಸಮಾಧಾನ,asamādhāna,discontent,,,,'Un-settledness': the negation of consolation. A grievance nobody talked down.,,,,,,
rasa,2,ಸಿಡಿಮಿಡಿ,siḍimiḍi,seething,,,,Revolt is what people do. ಸಿಡಿಮಿಡಿ is the state they do it from.,,ಇಕ್ರಲಾ ವದೀರ್ಲಾ,ಸಿದ್ದಲಿಂಗಯ್ಯ,ಬಂಡಾಯ ಕವಿತೆ,EUy8SQ-5tWA,10
rasa,0,ವೀರ,vīra,the heroic,,"ಉತ್ಸಾಹ · utsāha, vigour",,"The rasa with no home on the English wheel at all. Its ಸ್ಥಾಯಿಭಾವ is not courage but ಉತ್ಸಾಹ, energy, which quietly claims that heroism is a kind of enthusiasm.",ಕನ್ನಡಿಗರ ಹೆಮ್ಮೆ ಮತ್ತು ಧೈರ್ಯದ ಜನಪ್ರಿಯ ಘೋಷ; ವೀರರಸದ ಬಲವಾದ ಕೇಂದ್ರ.,ಹುಟ್ಟಿದರೆ ಕನ್ನಡ ನಾಡಲ್ಲಿ ಹುಟ್ಟಬೇಕು,ಹಂಸಲೇಖ · ರಾಜಕುಮಾರ್,ಆಕಸ್ಮಿಕ · 1993,dSqQkqqq8fM,47
rasa,1,ಧೈರ್ಯ,dhairya,courage,,,ಕೆಚ್ಚು|keccu|embers-courage ;; ಎದೆಗಾರಿಕೆ|edegārike|nerve ;; ದಿಟ್ಟತನ|diṭṭatana|boldness ;; ಛಲ|chala|resolve,"Steadiness under fear. The everyday word, and the one you tell someone to have.",ಪಲ್ಲವಿಯ ಭಾವ ಮತ್ತು ಹಾಡಿನ ಸಂದರ್ಭ ‘ಧೈರ್ಯ’ ಎಂಬ ಸೂಕ್ಷ್ಮತೆಗೆ ಹತ್ತಿರವಾಗಿವೆ; ದೀರ್ಘ ಪ್ರಸ್ತಾವನೆಯ ಬದಲು ಮುಖ್ಯ ಹಿಡಿತದಿಂದ ಕೇಳಿ.,"ಆಗದು ಎಂದು ಕೈಲಾಗದು ಎಂದು,ಶಿವ ಶಿವ ಎಂದರೆ ಭಯವಿಲ್ಲ","ರಾಜನ್-ನಾಗೇಂದ್ರ · ಪಿ.ಬಿ.ಎಸ್,ಭಕ್ತ ಸಿರಿಯಾಳ","ಬಂಗಾರದ ಮನುಷ್ಯ · 1972,ಕನ್ನಡ ಚಿತ್ರಗೀತೆ","-Oryie1c-gs,uMGJWDC2wPU","50,20"
rasa,2,ಕೆಚ್ಚು,keccu,fierce courage,,,,"Heat held in the body. Kannada's bravery word is thermal, not moral.",ಪಲ್ಲವಿಯ ಭಾವ ಮತ್ತು ಹಾಡಿನ ಸಂದರ್ಭ ‘ಕೆಚ್ಚು’ ಎಂಬ ಸೂಕ್ಷ್ಮತೆಗೆ ಹತ್ತಿರವಾಗಿವೆ; ದೀರ್ಘ ಪ್ರಸ್ತಾವನೆಯ ಬದಲು ಮುಖ್ಯ ಹಿಡಿತದಿಂದ ಕೇಳಿ.,ಕನ್ನಡ ನಾಡಿನ ವೀರ ರಮಣಿಯ,,ನಾಗರಹಾವು,ziNXOdlPLLE,28
rasa,2,ಎದೆಗಾರಿಕೆ,edegārike,nerve,,,,'Chest-having': the willingness to stand up and say it.,ಪಲ್ಲವಿಯ ಭಾವ ಮತ್ತು ಹಾಡಿನ ಸಂದರ್ಭ ‘ಎದೆಗಾರಿಕೆ’ ಎಂಬ ಸೂಕ್ಷ್ಮತೆಗೆ ಹತ್ತಿರವಾಗಿವೆ; ದೀರ್ಘ ಪ್ರಸ್ತಾವನೆಯ ಬದಲು ಮುಖ್ಯ ಹಿಡಿತದಿಂದ ಕೇಳಿ.,ಆಕಾಶವೇ ಬೀಳಲಿ ಮೇಲೆ,,ನ್ಯಾಯವೇ ದೇವರು,9dtaiMx6Rl4,28
rasa,1,ಛಲ,chala,resolve,,,,One of the most-used words in Kannada self-description. Not stubbornness: the refusal to be finished with something.,ಪಲ್ಲವಿಯ ಭಾವ ಮತ್ತು ಹಾಡಿನ ಸಂದರ್ಭ ‘ಛಲ’ ಎಂಬ ಸೂಕ್ಷ್ಮತೆಗೆ ಹತ್ತಿರವಾಗಿವೆ; ದೀರ್ಘ ಪ್ರಸ್ತಾವನೆಯ ಬದಲು ಮುಖ್ಯ ಹಿಡಿತದಿಂದ ಕೇಳಿ.,"ಧೀರ ಧೀರ,ಎದ್ದೇಳು ಮಂಜುನಾಥ","ರವಿ ಬಸ್ರೂರು,ಪಿ.ಬಿ. ಶ್ರೀನಿವಾಸ್","ಕೆ.ಜಿ.ಎಫ್ · 2018,ಶಿವ","IuS4LL_ALrU,K5yAjwsxBEM","40,20"
rasa,2,ಹಠ,haṭha,insistence,,,,ಛಲ's difficult sibling. A child throwing ಹಠ and a satyagrahi holding it are the same noun.,,ಹಠ ಹಠ,ಹಂಸಲೇಖ · ರವಿಚಂದ್ರನ್,ಹಟವಾದಿ · 1993,dwUqLlzNDq4,15
rasa,2,ಪಟ್ಟು,paṭṭu,"a hold, a grip",,,,"From wrestling. ಪಟ್ಟು ಬಿಡದೆ, without letting go of the hold, is how persistence is described.",,ಬಂದ ನೋಡು ಪೈಲ್ವಾನ್,ಅರ್ಜುನ್ ಜನ್ಯ · ಸುದೀಪ್,ಪೈಲ್ವಾನ್ · 2019,MxK4lQ_-hKE,20
rasa,1,ಹೆಮ್ಮೆ,hemme,pride,,,"ಅಭಿಮಾನ|abhimāna|pride as loyalty ;; ಗರ್ವ|garva|pride, tipping toward vanity ;; ಅಹಂಕಾರ|ahaṅkāra|the pride that has gone bad ;; ಗತ್ತು|gattu|swagger","Warm pride, usually in someone else. Distinct from ಅಹಂಕಾರ, which is the pride that has gone bad. ಹೆಮ್ಮೆ as loyalty rather than vanity; the state sings it standing.",ಪಲ್ಲವಿಯ ಭಾವ ಮತ್ತು ಹಾಡಿನ ಸಂದರ್ಭ ‘ಹೆಮ್ಮೆ’ ಎಂಬ ಸೂಕ್ಷ್ಮತೆಗೆ ಹತ್ತಿರವಾಗಿವೆ; ದೀರ್ಘ ಪ್ರಸ್ತಾವನೆಯ ಬದಲು ಮುಖ್ಯ ಹಿಡಿತದಿಂದ ಕೇಳಿ.,ಜಯ ಭಾರತ ಜನನಿಯ ತನುಜಾತೆ,ಸಿ. ಅಶ್ವತ್ಥ್,ಕುವೆಂಪು · ನಾಡಗೀತೆ,wMc3jzeog1s,15
rasa,2,ಅಭಿಮಾನ,abhimāna,pride-as-loyalty,,,,"For your language, your team, your people. Its second sense is the wound when that loyalty is slighted.",ಪಲ್ಲವಿಯ ಭಾವ ಮತ್ತು ಹಾಡಿನ ಸಂದರ್ಭ ‘ಅಭಿಮಾನ’ ಎಂಬ ಸೂಕ್ಷ್ಮತೆಗೆ ಹತ್ತಿರವಾಗಿವೆ; ದೀರ್ಘ ಪ್ರಸ್ತಾವನೆಯ ಬದಲು ಮುಖ್ಯ ಹಿಡಿತದಿಂದ ಕೇಳಿ.,ನಾವಾಡುವ ನುಡಿಯೇ ಕನ್ನಡ ನುಡಿ,,ಗಂಧದ ಗುಡಿ,R3ogWZ_VBx0,28
rasa,2,ಗತ್ತು,gattu,swagger,,,,"Native, and affectionately used: the carriage of someone who knows they are good.",ಪಲ್ಲವಿಯ ಭಾವ ಮತ್ತು ಹಾಡಿನ ಸಂದರ್ಭ ‘ಗತ್ತು’ ಎಂಬ ಸೂಕ್ಷ್ಮತೆಗೆ ಹತ್ತಿರವಾಗಿವೆ; ದೀರ್ಘ ಪ್ರಸ್ತಾವನೆಯ ಬದಲು ಮುಖ್ಯ ಹಿಡಿತದಿಂದ ಕೇಳಿ.,ಕರಾಬು,,ಪೊಗರು,Ysf4QRrcLGM,28
rasa,1,ಹುರುಪು,hurupu,vigour,,,,"Native. The energy you start a thing with, before ಛಲ has to take over.",ಪಲ್ಲವಿಯ ಭಾವ ಮತ್ತು ಹಾಡಿನ ಸಂದರ್ಭ ‘ಹುರುಪು’ ಎಂಬ ಸೂಕ್ಷ್ಮತೆಗೆ ಹತ್ತಿರವಾಗಿವೆ; ದೀರ್ಘ ಪ್ರಸ್ತಾವನೆಯ ಬದಲು ಮುಖ್ಯ ಹಿಡಿತದಿಂದ ಕೇಳಿ.,ಬಾರಿಸು ಕನ್ನಡ ಡಿಂಡಿಮವ,ಶಿವಮೊಗ್ಗ ಸುಬ್ಬಣ್ಣ,ಕುವೆಂಪು,48T3gr4AFJo,15
rasa,2,ಉಮೇದು,umēdu,zest,,,,Borrowed and thoroughly domesticated. 'ಉಮೇದು ಇಲ್ಲ' is a complete diagnosis.,ಪಲ್ಲವಿಯ ಭಾವ ಮತ್ತು ಹಾಡಿನ ಸಂದರ್ಭ ‘ಉಮೇದು’ ಎಂಬ ಸೂಕ್ಷ್ಮತೆಗೆ ಹತ್ತಿರವಾಗಿವೆ; ದೀರ್ಘ ಪ್ರಸ್ತಾವನೆಯ ಬದಲು ಮುಖ್ಯ ಹಿಡಿತದಿಂದ ಕೇಳಿ.,ಜೀವ ಕನ್ನಡ,,ವೀರ ಕನ್ನಡಿಗ,kn9Sv7uaUDE,28
rasa,2,ಚುರುಕು,curuku,briskness,,,,Festive elation belongs nearer gladness than vigour.,ಪಲ್ಲವಿಯ ಭಾವ ಮತ್ತು ಹಾಡಿನ ಸಂದರ್ಭ ‘ಸಂಭ್ರಮ’ ಎಂಬ ಸೂಕ್ಷ್ಮತೆಗೆ ಹತ್ತಿರವಾಗಿವೆ; ದೀರ್ಘ ಪ್ರಸ್ತಾವನೆಯ ಬದಲು ಮುಖ್ಯ ಹಿಡಿತದಿಂದ ಕೇಳಿ.,ಕುಣಿಯೋಣು ಬಾರಾ,ಜಿ.ಕೆ. ವೆಂಕಟೇಶ್ · ರಾಜಕುಮಾರ,ಚಕ್ರತೀರ್ಥ · 1967,o0mFtzJ4Mhw,15
rasa,0,ಭಯಾನಕ,bhayānaka,terror,,"ಭಯ · bhaya, fear",,Kannada's richest sector by count. Fear is graded by intensity and by whether you can see it coming. Seduction and dread in one throat.,"ಧ್ವನಿ, ಪುನರಾವರ್ತನೆ ಮತ್ತು ದೃಶ್ಯಸ್ಮೃತಿ ಸೇರಿ ಭಯಾನಕ ರಸವನ್ನು ತಕ್ಷಣ ಹುಟ್ಟಿಸುತ್ತವೆ.",ರಾ ರಾ ಸರಸಕು,ಗುರುಕಿರಣ್ · ರಾಜೇಶ್ ನಂದಿತಾ,ಆಪ್ತಮಿತ್ರ · 2004,ReeQgwpRO88,47
rasa,1,ಹೆದರಿಕೆ,hedarike,being scared,,,,"The plain daily word, and the one children are told not to have.",ಪಲ್ಲವಿಯ ಭಾವ ಮತ್ತು ಹಾಡಿನ ಸಂದರ್ಭ ‘ಹೆದರಿಕೆ’ ಎಂಬ ಸೂಕ್ಷ್ಮತೆಗೆ ಹತ್ತಿರವಾಗಿವೆ; ದೀರ್ಘ ಪ್ರಸ್ತಾವನೆಯ ಬದಲು ಮುಖ್ಯ ಹಿಡಿತದಿಂದ ಕೇಳಿ.,ಗರನೆ ಗರ ಗರನೆ,ಗುರುಕಿರಣ್,ಆಪ್ತರಕ್ಷಕ · 2010,QuUFeWG9qZQ,25
rasa,2,ಅಂಜಿಕೆ,añjike,timidity,,,,"Fear as a disposition. ಅಂಜುಬುರುಕ, one who is full of it, is a mild insult.",,ಗುಮ್ಮನ ಕರೆಯದಿರೆ ಅಮ್ಮ,ಪುರಂದರದಾಸ,ದಾಸರ ಪದ,c3eEvgJU-pk,20
rasa,2,ಭೀತಿ,bhīti,fright,,,,"ಬೆದರಿಕೆ is a threat, something done to you. ಭೀತಿ is what it leaves behind.",,ರಕ್ಷಕ ರಕ್ಷಕ,ಗುರುಕಿರಣ್,ಆಪ್ತರಕ್ಷಕ · 2010,2rTHfDcic14,25
rasa,1,ದಿಗಿಲು,digilu,dread,,,ಆತಂಕ|ātaṅka|anxiety ;; ತಳಮಳ|taḷamaḷa|churn ;; ಭೀತಿ|bhīti|terror,Heavier and more still than ಹೆದರಿಕೆ. The fear that has settled in and is waiting.,ಪಲ್ಲವಿಯ ಭಾವ ಮತ್ತು ಹಾಡಿನ ಸಂದರ್ಭ ‘ದಿಗಿಲು’ ಎಂಬ ಸೂಕ್ಷ್ಮತೆಗೆ ಹತ್ತಿರವಾಗಿವೆ; ದೀರ್ಘ ಪ್ರಸ್ತಾವನೆಯ ಬದಲು ಮುಖ್ಯ ಹಿಡಿತದಿಂದ ಕೇಳಿ.,ದೆನ್ನಾನ ದೆನ್ನಾನ,ಅನೂಪ್ ಭಂಡಾರಿ,ರಂಗಿತರಂಗ · 2015,oepLylgqSKU,20
rasa,2,ಆತಂಕ,ātaṅka,anxiety,,,"ಕಳವಳ|kaḷavaḷa|agitation ;; ಚಿಂತೆ|cinte|worry, thought ;; ತಳಮಳ|taḷamaḷa|churn ;; ವ್ಯಾಕುಲ|vyākula|distress",Now the standard clinical word too. Its older sense is closer to 'impediment': anxiety as the thing in your way.,ಪಲ್ಲವಿಯ ಭಾವ ಮತ್ತು ಹಾಡಿನ ಸಂದರ್ಭ ‘ಆತಂಕ’ ಎಂಬ ಸೂಕ್ಷ್ಮತೆಗೆ ಹತ್ತಿರವಾಗಿವೆ; ದೀರ್ಘ ಪ್ರಸ್ತಾವನೆಯ ಬದಲು ಮುಖ್ಯ ಹಿಡಿತದಿಂದ ಕೇಳಿ.,ಹೇಳು ಶಿವ,,ಲೂಸಿಯಾ,udlrKIs0b-o,28
rasa,2,ತಳಮಳ,taḷamaḷa,churn,,,,The word for boiling liquid and for a mind that will not settle.,,ತಲ್ಲಣಿಸದಿರು ಕಂಡ್ಯ ತಾಳು ಮನವೇ,ಕನಕದಾಸ,ದಾಸರ ಪದ,S4w3FLZxY_A,25
rasa,1,ಗಾಬರಿ,gābari,panic,,,,"Sudden, visible, and slightly undignified: the fear other people can see you having. A summons you did not want. Panic as something calling you by name.",,ಕರೆಯೋಲೆ,ಅನೂಪ್ ಭಂಡಾರಿ,ರಂಗಿತರಂಗ · 2015,54VIJ2jomMc,20
rasa,2,ಬೆಚ್ಚು,beccu,a startle,,,,ಬೆಚ್ಚಿಬೀಳು: to be startled and drop. Kannada builds the flinch out of a fall.,,,,,,
